idx,token,operazione,motivo
21473,ad,del,altro
21473,incidere,del,clausola subordinata/participiale (sintattico)
21473,con,del,altro
21473,Minucci,del,altro
21473,ma,del,altro
21473,le,del,altro
21473,sue,del,altro
21473,condizioni,del,altro
21473,di,del,altro
21473,salute,del,altro
21473,si,del,altro
21473,aggravarono,del,altro
21473,ulteriormente,del,altro
21473,nel,del,altro
21473,1997,del,altro
21473,durante,del,altro
21473,la,del,altro
21473,realizzazione,del,altro
21473,dell',del,altro
21473,album,del,altro
21473,Here,del,altro
21473,to,del,altro
21473,Stay,del,altro
21473,di,del,altro
21473,fatto,del,altro
21473,l',del,altro
21473,ultimo,del,clausola subordinata/participiale (sintattico)
21473,in,del,altro
21473,cui,del,altro
21473,suonò,del,clausola subordinata/participiale (sintattico)
21473,con,del,altro
21473,gli,del,altro
21473,Special,del,altro
21473,EFX,del,altro
21473,.,del,altro
21488,della,sub,altro
21488,durante,sub,altro
21488,sua,del,altro
21488,storia,del,altro
21488,è,del,altro
21488,stata,del,costruzione passiva (sintattico)
21488,caratterizzata,del,altro
21488,sia,del,altro
21488,dallo,del,altro
21488,da,sub,altro
21488,influssi,sub,parola non di base (lessicale)
21491,",",del,altro
21491,con,del,altro
21491,visuale,del,parola non di base (lessicale)
21491,in,del,altro
21491,prospettiva,del,altro
21491,dal,del,altro
21491,centro,del,altro
21491,della,del,altro
21491,base,del,altro
21491,",",del,altro
21491,dal,sub,altro
21491,giocatore,sub,altro
21491,;,sub,altro
21495,Si,sub,altro
21495,dimise,sub,altro
21495,per,del,altro
21495,sopraggiunta,del,parola non di base (lessicale)
21495,incompatibilità,del,parola non di base (lessicale)
21495,",",del,altro
21495,sostituito,del,clausola subordinata/participiale (sintattico)
21495,da,del,altro
21495,Giuseppe,del,altro
21495,Mottola,del,altro
21498,Tomb,del,altro
21498,sigla,del,altro
21498,che,del,altro
21498,identifica,del,clausola subordinata/participiale (sintattico)
21498,ubicate,sub,clausola subordinata/participiale (sintattico)
21498,area,del,altro
21498,della,del,altro
21498,cosiddetta,del,altro
21498,sponda,sub,altro
21514,con,sub,altro
21514,restò,sub,altro
21541,",",del,altro
21541,",",del,altro
21541,gommoso,del,parola non di base (lessicale)
21541,/,del,altro
21541,amorfo,del,parola non di base (lessicale)
21541,viscoso,del,parola non di base (lessicale)
21541,",",del,altro
21541,nel,del,altro
21541,quale,del,altro
21541,le,del,altro
21541,catene,del,altro
21541,polimeriche,del,parola non di base (lessicale)
21541,sono,del,altro
21541,più,del,altro
21541,o,del,altro
21541,meno,del,altro
21541,libere,del,clausola subordinata/participiale (sintattico)
21541,muoversi,del,clausola subordinata/participiale (sintattico)
21541,tendono,del,altro
21541,riallinearsi,del,clausola subordinata/participiale (sintattico)
21541,secondo,del,altro
21541,gradiente,del,parola non di base (lessicale)
21543,Tuttavia,del,altro
21543,riporta,sub,altro
21543,scaletta,del,parola non di base (lessicale)
21543,completa,del,altro
21543,organizzata,del,clausola subordinata/participiale (sintattico)
21543,con,del,altro
21543,stessa,del,altro
21543,eccezione,sub,altro
21543,di,sub,altro
21562,",",del,altro
21562,nel,del,altro
21562,1963,del,altro
21562,L’,del,altro
21562,età,del,altro
21562,oro,del,altro
21562,di,del,altro
21562,Buster,del,altro
21562,Keaton,del,altro
21562,nel,del,altro
21562,1968,del,altro
21562,a,del,altro
21562,quella,del,altro
21562,su,del,altro
21562,Jean,del,altro
21562,Renoir,del,altro
21573,dottrina,del,altro
21573,giustifica,del,altro
21573,questa,del,altro
21573,figura,del,altro
21573,considerando,del,altro
21573,che,del,altro
21573,-,del,altro
21573,-,sub,altro
21573,(,del,altro
21573,es,del,parola non di base (lessicale)
21573,usufrutto,del,parola non di base (lessicale)
21573,),del,altro
21573,sfera,del,altro
21573,giuridica,del,altro
21573,dell',del,altro
21573,(,del,altro
21573,es,del,parola non di base (lessicale)
21573,proprietà,del,altro
21573,),del,altro
21573,momento,sub,altro
21573,della,sub,altro
21573,scadenza,sub,altro
21574,(,del,altro
21574,in,del,altro
21574,ungherese,del,altro
21574,"""",del,altro
21574,Gesztőd,del,altro
21574,"""",del,altro
21574,),del,altro
21574,facente,del,clausola subordinata/participiale (sintattico)
21574,parte,del,altro
21574,del,del,altro
21574,distretto,del,altro
21574,di,del,altro
21574,Zlaté,del,altro
21574,Moravce,del,altro
21574,",",del,altro
21574,nella,del,altro
21574,regione,del,altro
21574,di,del,altro
21574,Nitra,del,altro
21593,invece,del,altro
21593,recettivo,sub,parola non di base (lessicale)
21593,e,del,altro
21593,produsse,del,altro
21593,con,del,altro
21593,iconografiche,del,parola non di base (lessicale)
21593,e,del,altro
21593,compositive,del,parola non di base (lessicale)
21595,Tradizionalmente,del,parola non di base (lessicale)
21595,la,del,altro
21595,distruzione,del,costruzione passiva (sintattico)
21595,stata,del,costruzione passiva (sintattico)
21595,attribuita,del,altro
21595,allo,del,altro
21595,stesso,del,altro
21595,peccato,del,altro
21595,che,del,altro
21595,aveva,del,altro
21595,causato,del,clausola subordinata/participiale (sintattico)
21595,la,del,altro
21595,distruzione,del,altro
21595,quindi,del,altro
21602,condotto,sub,parola non di base (lessicale)
21602,sotterraneo,sub,altro
21602,in,sub,altro
21602,",",del,altro
21602,ed,del,altro
21602,in,del,altro
21602,diversi,del,altro
21602,tratti,del,altro
21602,navigabile,del,parola non di base (lessicale)
21602,.,del,altro
21622,di,sub,altro
21622,gas,sub,altro
21622,fuoriuscivano,sub,clausola subordinata/participiale (sintattico)
21622,dell',sub,altro
21622,si,sub,altro
21622,era,sub,altro
21622,improvviso,sub,altro
21622,intorbidita,sub,clausola subordinata/participiale (sintattico)
21647,Benché,del,altro
21647,dei,sub,altro
21647,gatti,sub,altro
21647,già,sub,altro
21647,sentito,sub,clausola subordinata/participiale (sintattico)
21647,all',sub,altro
21647,inizio,sub,altro
21647,ca,del,parola non di base (lessicale)
21647,salì,sub,altro
21647,alla,sub,altro
21647,ribalta,sub,parola non di base (lessicale)
21647,faraone,sub,parola non di base (lessicale)
21647,originariamente,sub,parola non di base (lessicale)
21647,l',sub,altro
21647,Zagazig,sub,altro
21678,Ammirevole,del,altro
21678,sa,sub,altro
21678,(,sub,altro
21678,),sub,altro
21678,contrasti,sub,altro
21678,pezzo,sub,altro
21678,Paccagnini,sub,altro
21678,applausi,sub,altro
21678,alla,sub,altro
21678,solista,sub,parola non di base (lessicale)
21678,tutti,del,altro
21678,gli,del,altro
21678,interpreti,del,altro
21678,...,del,altro
21678,”,del,altro
21678,·,del,altro
21678,MUNCHNER,del,altro
21678,MERKUR,del,altro
21678,9,del,altro
21678,Marz,del,altro
21678,1970,del,altro
21678,-,del,altro
21678,Helmut,del,altro
21678,Schmidt-Garre,del,altro
21678,“,del,altro
21678,viva,del,altro
21678,”,del,altro
21678,-,del,altro
21678,Konzert,del,altro
21678,mit,del,altro
21678,Werken,del,altro
21678,von,del,altro
21678,Den,sub,altro
21678,im,sub,altro
21678,Publikum,sub,altro
21678,mitkomponiert,sub,altro
21678,Dirigent,sub,altro
21678,"""",sub,altro
21678,...,sub,altro
21678,der,sub,altro
21678,Solistin,sub,altro
21678,gelingt,sub,altro
21678,es,sub,altro
21678,auch,sub,parola non di base (lessicale)
21678,im,sub,altro
21678,Schrei,sub,parola non di base (lessicale)
21678,und,sub,parola non di base (lessicale)
21678,hoechsten,sub,parola non di base (lessicale)
21678,Erregung,sub,altro
21678,den,sub,altro
21678,Schoenklang,sub,altro
21678,ihres,sub,altro
21678,warmen,sub,altro
21678,vollen,sub,clausola subordinata/participiale (sintattico)
21678,Soprans,sub,altro
21678,present,sub,parola non di base (lessicale)
21678,zu,sub,clausola subordinata/participiale (sintattico)
21678,machen,sub,altro
21678,noch,sub,parola non di base (lessicale)
21678,im,sub,altro
21678,leidenschaftlichen,sub,altro
21678,Espressivo,sub,altro
21678,kunstlerisch,sub,altro
21678,zuchtvoll,sub,altro
21678,zu,sub,altro
21678,bleiben,sub,altro
21678,…,sub,altro
21678,”,sub,altro
21678,·,sub,altro
21678,NAZIONE,sub,altro
21678,5,sub,altro
21678,Giugno,sub,altro
21678,1970,sub,altro
21678,-,sub,altro
21678,Leonardo,sub,altro
21678,Pinzauti,sub,altro
21678,programma,sub,altro
21678,musiche,sub,altro
21678,antiche,sub,altro
21678,moderne,sub,altro
21678,al,sub,altro
21678,Borghese,sub,altro
21678,"""",sub,altro
21678,...,sub,altro
21692,In,del,altro
21692,data,del,altro
21692,23,del,altro
21692,maggio,del,altro
21692,2016,del,altro
21692,",",del,altro
21692,su,del,altro
21692,delibera,del,parola non di base (lessicale)
21692,della,del,altro
21692,FIGC,del,altro
21692,",",del,altro
21692,il,del,altro
21692,sodalizio,del,costruzione passiva (sintattico)
21692,viene,del,costruzione passiva (sintattico)
21692,riaffiliato,del,parola non di base (lessicale)
21692,con,del,altro
21692,il,del,altro
21692,nome,del,altro
21692,di,del,altro
21692,"""",del,altro
21692,Società,del,altro
21692,Dilettantistica,del,parola non di base (lessicale)
21692,"""",del,altro
21692,(,del,altro
21692,ottenendo,del,clausola subordinata/participiale (sintattico)
21692,inoltre,del,altro
21692,dai,del,altro
21692,tifosi,del,altro
21692,la,del,altro
21692,concessione,del,altro
21692,d',del,altro
21692,uso,del,altro
21692,dello,del,altro
21692,stemma,del,parola non di base (lessicale)
21692,storico,del,altro
21692,),del,altro
21692,ed,del,altro
21692,ammesso,del,altro
21692,al,del,altro
21692,campionato,del,altro
21692,di,del,altro
21692,Serie,del,altro
21692,D,del,altro
21692,2016,del,altro
21692,-,del,altro
21692,2017,del,altro
21698,era,sub,costruzione passiva (sintattico)
21698,dotata,sub,altro
21698,di,sub,altro
21698,ottimi,sub,altro
21698,",",del,altro
21698,il,del,altro
21698,più,del,altro
21698,piccolo,del,costruzione passiva (sintattico)
21698,dei,del,altro
21698,quali,del,altro
21698,era,del,altro
21698,stato,del,costruzione passiva (sintattico)
21698,costruito,del,clausola subordinata/participiale (sintattico)
21698,artificialmente,del,parola non di base (lessicale)
21702,reagì,del,altro
21702,però,del,altro
21702,all',del,altro
21702,invasione,del,altro
21702,straniera,del,altro
21702,né,del,altro
21702,inviò,del,altro
21702,truppe,del,altro
21702,quando,del,altro
21702,occupò,del,clausola subordinata/participiale (sintattico)
21702,subito,sub,altro
21702,sud,sub,altro
21702,della,sub,altro
21702,:,sub,altro
21714,un,sub,altro
21714,strumentale,sub,parola non di base (lessicale)
21714,degli,sub,altro
21714,Stormy,sub,altro
21714,Six,sub,altro
21714,",",del,altro
21714,i,del,altro
21714,brani,del,costruzione passiva (sintattico)
21714,del,del,altro
21714,disco,del,altro
21714,furono,del,costruzione passiva (sintattico)
21714,registrati,del,altro
21714,il,del,altro
21714,20,del,altro
21714,",",del,altro
21714,21,del,altro
21714,22,del,altro
21714,luglio,del,altro
21714,ed,del,altro
21714,il,del,altro
21714,20,del,altro
21714,settembre,del,altro
21714,negli,del,altro
21714,studi,del,altro
21714,Ariston,del,altro
21714,San,del,altro
21714,Giuliano,del,altro
21714,Milanese,del,altro
21714,",",del,altro
21714,Milano,del,altro
21714,(,del,altro
21714,Italia,del,altro
21714,),del,altro
21717,modo,sub,altro
21717,che,sub,altro
21717,sia,sub,costruzione passiva (sintattico)
21717,protetto,sub,clausola subordinata/participiale (sintattico)
21719,lunghezza,sub,altro
21719,massima,sub,altro
21719,una,sub,altro
21719,nave,sub,altro
21719,consentita,sub,clausola subordinata/participiale (sintattico)
21719,accesso,sub,altro
21722,deve,sub,altro
21722,suo,sub,altro
21722,ad,sub,altro
21722,una,sub,altro
21722,chiamata,del,clausola subordinata/participiale (sintattico)
21722,nota,del,altro
21722,era,del,costruzione passiva (sintattico)
21722,sulle,sub,altro
21722,di,sub,altro
21722,o,del,altro
21722,bourne,del,parola non di base (lessicale)
21722,oggi,sub,altro
21722,venisse,sub,costruzione passiva (sintattico)
21736,Tali,sub,altro
21736,la,sub,altro
21736,"""",del,altro
21740,Immaginiamo,del,altro
21740,semplicità,del,altro
21740,questo,del,altro
21740,esempio,del,altro
21740,con,del,altro
21740,sole,del,altro
21740,due,del,altro
21740,condizioni,del,altro
21740,:,del,altro
21743,quell',sub,altro
21743,per,sub,altro
21743,passare,sub,altro
21743,dove,sub,altro
21744,quella,del,altro
21744,Charles,del,altro
21746,La,sub,altro
21746,o,sub,altro
21746,;,sub,altro
21746,ridosso,sub,parola non di base (lessicale)
21746,del,sub,altro
21746,"""",del,altro
21746,"""",del,altro
21746,napoletana,sub,altro
21748,che,del,altro
21748,genera,del,clausola subordinata/participiale (sintattico)
21748,un,del,altro
21748,turismo,del,altro
21748,frontiera,del,altro
21748,",",del,altro
21748,soprattutto,del,altro
21748,francesi,del,altro
21748,che,del,altro
21748,qui,del,altro
21748,possono,del,altro
21748,comprare,del,clausola subordinata/participiale (sintattico)
21748,pagando,del,clausola subordinata/participiale (sintattico)
21748,poche,del,altro
21748,imposte,del,parola non di base (lessicale)
21748,;,del,altro
21748,con,del,altro
21748,piste,del,altro
21748,da,del,altro
21748,sci,del,altro
21748,del,del,altro
21748,Pas,del,altro
21748,de,del,altro
21748,la,del,altro
21748,Casa,del,altro
21748,del,del,altro
21748,vicino,del,altro
21748,Grau,del,altro
21748,Roig,del,altro
21750,avevano,sub,altro
21750,la,sub,altro
21769,La,del,altro
21769,è,del,altro
21769,stata,del,costruzione passiva (sintattico)
21769,fondata,del,altro
21769,febbraio,del,altro
21769,e,del,altro
21769,nello,del,altro
21769,stesso,del,altro
21769,anno,del,altro
21783,nei,sub,altro
21783,mesi,sub,altro
21783,di,sub,altro
21783,luglio,sub,altro
21783,agosto,sub,altro
21788,cioè,sub,altro
21788,l',sub,altro
21788,assioma,sub,parola non di base (lessicale)
21788,fondamentale,sub,altro
21788,della,sub,altro
21788,religione,sub,altro
21788,protestante,sub,parola non di base (lessicale)
21788,come,sub,altro
21788,egli,sub,altro
21788,stesso,sub,altro
21788,racconta,sub,altro
21788,gli,sub,altro
21788,venne,sub,altro
21788,in,sub,altro
21788,mente,sub,altro
21788,mentre,sub,altro
21788,si,sub,altro
21788,trovava,sub,clausola subordinata/participiale (sintattico)
21795,Dal,del,altro
21795,2011,del,altro
21795,tutte,del,altro
21795,le,del,altro
21795,"""",del,altro
21795,Nozomi,del,altro
21795,"""",del,altro
21795,regolarmente,del,altro
21795,programmate,del,clausola subordinata/participiale (sintattico)
21795,operate,del,altro
21795,e,del,altro
21795,circa,sub,altro
21810,detto,del,clausola subordinata/participiale (sintattico)
21810,in,del,altro
21810,questo,del,altro
21810,periodo,del,altro
21810,sotto,sub,altro
21810,su,sub,altro
21810,deve,del,altro
21818,In,sub,altro
21818,tal,sub,altro
21818,modo,sub,altro
21818,si,sub,altro
21818,",",sub,altro
21818,una,sub,costruzione passiva (sintattico)
21818,composti,sub,altro
21818,organici,sub,altro
21818,che,sub,costruzione passiva (sintattico)
21818,viene,sub,costruzione passiva (sintattico)
21818,ricircolata,sub,clausola subordinata/participiale (sintattico)
21818,nel,sub,altro
21818,sistema,sub,altro
21818,compressore-,sub,parola non di base (lessicale)
21818,condensatore,sub,parola non di base (lessicale)
21818,ed,sub,altro
21818,una,sub,altro
21818,depurata,sub,parola non di base (lessicale)
21818,dai,sub,altro
21818,vapori,sub,altro
21818,che,sub,altro
21818,esce,sub,clausola subordinata/participiale (sintattico)
21818,dal,sub,altro
21818,sistema,sub,altro
21821,originario,sub,altro
21821,del,sub,altro
21821,questa,sub,altro
21821,Rjumin,sub,altro
21846,si,del,altro
21846,comprese,del,altro
21846,nelle,del,altro
21846,UHF,del,altro
21846,radio,sub,altro
21846,alla,sub,altro
21846,loro,sub,altro
21846,alta,sub,altro
21859,Dalla,del,altro
21859,quinta,del,altro
21859,alla,sub,altro
21859,ventunesima,sub,parola non di base (lessicale)
21859,",",sub,altro
21859,tuttavia,sub,altro
21859,",",sub,altro
21859,tutte,sub,altro
21859,eccetto,sub,altro
21859,una,sub,altro
21859,(,sub,altro
21859,alla,sub,altro
21859,decima,sub,parola non di base (lessicale)
21859,soccombe,sub,clausola subordinata/participiale (sintattico)
21859,5,sub,altro
21859,Porto,del,altro
21859,),del,altro
21859,.,del,altro
21860,Unione,del,altro
21860,Sovietica,del,parola non di base (lessicale)
21860,e,del,altro
21860,:,del,altro
21866,tedesco,del,altro
21866,in,del,altro
21866,tecnica,del,altro
21866,mista,del,altro
21866,del,del,altro
21866,diretto,del,clausola subordinata/participiale (sintattico)
21866,da,del,altro
21866,Sebastian,del,altro
21866,Niemann,del,altro
21875,Divenne,sub,clausola subordinata/participiale (sintattico)
21875,armosta,del,clausola subordinata/participiale (sintattico)
21875,assieme,sub,altro
21883,anjanas,del,parola non di base (lessicale)
21883,le,del,altro
21883,antagoniste,del,parola non di base (lessicale)
21883,dei,del,altro
21908,",",del,altro
21908,posò,del,altro
21908,per,del,altro
21908,lui,del,altro
21908,in,del,altro
21908,passerella,del,parola non di base (lessicale)
21908,e,del,altro
21908,in,del,altro
21908,servizi,del,altro
21908,fotografici,del,altro
21913,",",del,altro
21913,vinse,del,altro
21913,premio,del,altro
21913,miglior,sub,altro
21913,opera,sub,altro
21913,con,sub,altro
21913,lavoro,sub,altro
21913,They,sub,altro
21913,Knew,sub,altro
21913,What,sub,altro
21913,They,sub,altro
21913,Wanted,sub,altro
21913,diverse,sub,altro
21919,La,del,altro
21919,possiede,sub,altro
21919,marciapiedi,sub,altro
21919,passanti,del,parola non di base (lessicale)
21919,in,del,altro
21922,(,del,altro
21922,a,del,altro
21922,cui,del,altro
21922,si,del,altro
21922,fa,del,clausola subordinata/participiale (sintattico)
21922,riferimento,del,altro
21922,anche,del,altro
21922,come,del,altro
21922,TV,del,parola non di base (lessicale)
21922,o,del,altro
21922,semplicemente,del,altro
21922,),del,altro
21922,o,del,altro
21922,sceneggiato,del,parola non di base (lessicale)
21934,il,del,altro
21934,conte,del,altro
21934,di,del,altro
21934,Almaviva,del,altro
21934,in,del,altro
21934,"""",del,altro
21934,Figaro,del,altro
21934,qua,del,altro
21934,Figaro,del,altro
21934,là,del,altro
21934,"""",del,altro
21934,(,del,altro
21934,1950,del,altro
21934,),del,altro
21934,di,del,altro
21934,un,del,altro
21934,gerarca,del,parola non di base (lessicale)
21934,fascista,del,altro
21934,in,del,altro
21934,"""",del,altro
21934,Il,del,altro
21934,federale,del,altro
21934,"""",del,altro
21934,(,del,altro
21934,1961,del,altro
21934,),del,altro
21934,di,del,altro
21934,l',del,altro
21934,enfatico,del,parola non di base (lessicale)
21934,podestà,del,parola non di base (lessicale)
21934,Pennica,del,parola non di base (lessicale)
21934,di,del,altro
21934,"""",del,altro
21934,I,del,altro
21934,due,del,altro
21934,marescialli,del,parola non di base (lessicale)
21934,"""",del,altro
21934,(,del,altro
21934,1961,del,altro
21934,),del,altro
21934,di,del,altro
21934,e,sub,altro
21934,il,sub,altro
21934,personaggio,sub,altro
21934,di,sub,altro
21934,Ottaviano,sub,altro
21934,Augusto,sub,altro
21934,in,sub,altro
21934,"""",sub,altro
21934,Totò,sub,altro
21934,e,sub,altro
21934,Cleopatra,sub,altro
21934,"""",sub,altro
21934,(,sub,altro
21934,1963,sub,altro
21934,),sub,altro
21934,di,sub,altro
21936,governato,sub,altro
21936,il,sub,altro
21936,regno,sub,altro
21936,di,sub,altro
21936,Spagna,sub,altro
21936,e,sub,altro
21936,il,sub,altro
21936,Sacro,sub,altro
21936,Romano,sub,altro
21936,Impero,sub,altro
21936,;,sub,altro
21936,pertanto,sub,altro
21936,desiderato,sub,altro
21936,anche,sub,altro
21936,eletto,del,clausola subordinata/participiale (sintattico)
21936,re,del,clausola subordinata/participiale (sintattico)
21936,dei,del,altro
21936,Romani,del,altro
21936,nel,del,altro
21936,1531,del,altro
21941,coppia,sub,altro
21941,attaccò,sub,altro
21941,il,sub,altro
21941,e,del,altro
21941,lo,del,altro
21941,"""",del,altro
21941,coventrizzò,del,altro
21941,"""",del,altro
21941,distruggendolo,del,clausola subordinata/participiale (sintattico)
21946,",",del,altro
21946,può,del,altro
21946,tuttavia,del,altro
21946,rifugiarsi,del,parola non di base (lessicale)
21946,nelle,del,altro
21946,fessure,del,altro
21946,o,del,altro
21946,all',del,altro
21946,interno,del,altro
21946,di,del,altro
21946,alberi,del,altro
21946,cavi,del,altro
21946,se,del,altro
21946,vi,del,altro
21946,sono,del,clausola subordinata/participiale (sintattico)
21946,gallerie,del,altro
21946,nelle,del,altro
21946,vicinanze,del,altro
21946,.,del,altro
21986,Veniva,sub,costruzione passiva (sintattico)
21986,inoltre,sub,altro
21986,una,sub,altro
21986,circa,del,altro
21986,.,del,altro
22004,Ogni,sub,altro
22004,originaria,sub,altro
22004,fa,del,altro
22004,parte,del,altro
22004,cosiddetto,del,altro
22004,patriziale,del,parola non di base (lessicale)
22004,e,del,altro
22004,di,sub,altro
22004,ogni,sub,altro
22004,bene,sub,altro
22004,ricadente,sub,clausola subordinata/participiale (sintattico)
22024,dentro,sub,altro
22024,",",del,altro
22024,la,del,altro
22024,quale,del,altro
22024,avrebbe,del,altro
22024,così,del,altro
22024,amministrato,del,clausola subordinata/participiale (sintattico)
22024,l',del,altro
22024,accesso,del,altro
22024,al,del,altro
22024,Mar,del,altro
22024,Egeo,del,altro
22025,allora,del,altro
22025,nuovissimi,del,parola non di base (lessicale)
22025,(,del,altro
22025,2006,del,altro
22025,),del,altro
22025,a,del,altro
22025,San,del,altro
22025,Basilio,del,altro
22026,IM1402,del,parola non di base (lessicale)
22026,che,del,altro
22026,si,del,altro
22026,sviluppa,del,clausola subordinata/participiale (sintattico)
22049,Il,sub,altro
22049,6,sub,altro
22049,aula,del,altro
22049,venne,sub,costruzione passiva (sintattico)
22049,proibito,sub,altro
22049,quello,sub,altro
22049,promozionale,sub,parola non di base (lessicale)
22049,composto,sub,altro
22049,secondo,sub,altro
22049,il,sub,altro
22049,pretore,sub,parola non di base (lessicale)
22049,Omero,sub,altro
22049,Sorrentino,sub,altro
22049,da,sub,altro
22049,ma,del,altro
22049,Stupidissima,del,altro
22049,non,del,altro
22049,vennero,del,costruzione passiva (sintattico)
22049,preclusi,del,parola non di base (lessicale)
22049,gli,del,altro
22049,spezzoni,del,costruzione passiva (sintattico)
22053,inoltre,del,altro
22053,usare,del,clausola subordinata/participiale (sintattico)
22053,per,del,altro
22053,and,del,altro
22109,far,sub,clausola subordinata/participiale (sintattico)
22109,fronte,sub,altro
22109,ad,sub,altro
22109,grano,sub,altro
22109,vennero,sub,costruzione passiva (sintattico)
22109,allestiti,sub,parola non di base (lessicale)
22109,grandi,sub,altro
22109,granai,sub,costruzione passiva (sintattico)
22109,pubblici,sub,altro
22109,",",sub,altro
22109,come,sub,altro
22109,esempio,sub,altro
22109,all',sub,altro
22109,Odeon,sub,altro
22109,",",sub,altro
22109,al,sub,altro
22109,Pompeion,sub,altro
22109,",",sub,altro
22109,al,sub,altro
22109,Portico,sub,parola non di base (lessicale)
22109,lungo,sub,altro
22109,e,sub,altro
22109,presso,sub,altro
22109,cantieri,sub,altro
22109,navali,sub,altro
22109,del,sub,altro
22109,Pireo,sub,altro
22129,Burman,del,altro
22129,capo,sub,altro
22129,della,sub,altro
22129,"""",sub,altro
22129,Army,sub,altro
22129,Procurement,sub,altro
22129,"""",sub,altro
22129,(,sub,altro
22129,Arméns,sub,altro
22129,),sub,altro
22129,nel,sub,altro
22129,1937,sub,altro
22129,commentò,sub,altro
22129,:,sub,altro
22129,"""",sub,altro
22129,...,sub,altro
22129,Härför,sub,altro
22129,krävdes,sub,altro
22129,total,sub,parola non di base (lessicale)
22129,av,sub,altro
22129,deras,sub,parola non di base (lessicale)
22131,Il,del,altro
22131,coach,del,parola non di base (lessicale)
22131,dei,del,altro
22131,Lakers,del,altro
22131,",",del,altro
22131,Phil,del,altro
22131,",",del,altro
22131,termine,sub,altro
22131,di,sub,altro
22131,quella,sub,altro
22131,;,sub,altro
22143,non,del,altro
22143,un,sub,altro
22143,aspetto,sub,altro
22143,particolarmente,sub,altro
22143,enfatizzato,sub,clausola subordinata/participiale (sintattico)
22143,dal,sub,altro
22143,progetto,sub,altro
22143,e,sub,altro
22143,rappresentava,sub,altro
22143,appena,sub,altro
22155,aveva,sub,altro
22155,come,sub,altro
22161,Il,del,altro
22161,che,sub,altro
22161,fa,sub,clausola subordinata/participiale (sintattico)
22161,parte,sub,altro
22161,del,sub,altro
22161,gruppo,sub,altro
22161,della,sub,altro
22161,Marmolada,sub,altro
22161,si,sub,altro
22161,trova,sub,altro
22161,in,sub,altro
22161,Provincia,sub,altro
22161,Belluno,sub,altro
22162,",",sub,altro
22162,il,sub,altro
22162,compositore,sub,parola non di base (lessicale)
22171,in,del,altro
22174,insostituibili,del,parola non di base (lessicale)
22174,come,del,altro
22174,conservanti,del,parola non di base (lessicale)
22190,riuscì,sub,altro
22190,a,sub,altro
22190,rimanere,sub,clausola subordinata/participiale (sintattico)
22190,indipendente,sub,clausola subordinata/participiale (sintattico)
22190,fino,sub,altro
22190,al,sub,altro
22190,quando,sub,altro
22190,venne,sub,costruzione passiva (sintattico)
22223,XIX,del,parola non di base (lessicale)
22223,",",sub,altro
22223,svoltesi,sub,clausola subordinata/participiale (sintattico)
22223,a,sub,altro
22223,Città,sub,altro
22223,del,sub,altro
22223,Messico,sub,altro
22223,dal,sub,altro
22223,12,sub,altro
22223,al,sub,altro
22223,27,sub,altro
22223,ottobre,sub,altro
22223,",",del,altro
22223,una,del,altro
22223,delegazione,del,altro
22223,di,del,altro
22223,impegnati,sub,clausola subordinata/participiale (sintattico)
22223,in,sub,altro
22223,tre,sub,altro
22223,discipline,sub,altro
22223,:,sub,altro
22228,Nel,sub,altro
22228,giro,sub,altro
22228,sei,sub,altro
22228,bordo,sub,altro
22228,quasi,sub,altro
22228,compagnia,del,altro
22228,del,del,altro
22228,",",sub,altro
22228,ben,del,altro
22228,stazioni,sub,altro
22232,Nel,del,altro
22232,frattempo,del,parola non di base (lessicale)
22232,.,del,altro
22245,Da,del,altro
22245,poco,del,altro
22268,(,sub,altro
22268,ma,sub,altro
22268,molti,sub,altro
22268,documentari,sub,altro
22268,tutto,sub,altro
22268,mondo,sub,altro
22268,),sub,altro
22268,sessanta,sub,altro
22268,settanta,sub,altro
22271,legge,del,altro
22271,altre,sub,altro
22271,cose,sub,altro
22271,formalmente,del,parola non di base (lessicale)
22271,fra,sub,altro
22271,si,sub,altro
22271,provvide,sub,clausola subordinata/participiale (sintattico)
22271,astronomo,sub,parola non di base (lessicale)
22271,fondatore,sub,altro
22271,:,sub,altro
22271,acquistare,sub,altro
22271,spese,sub,altro
22271,della,sub,altro
22271,famiglia,sub,altro
22271,senza,sub,altro
22271,oneri,sub,altro
22271,una,sub,altro
22271,serie,sub,altro
22271,nuovi,del,altro
22271,da,del,altro
22271,questi,del,altro
22271,ordinati,del,clausola subordinata/participiale (sintattico)
22271,poco,del,altro
22271,prima,del,altro
22271,della,del,altro
22271,sua,del,altro
22271,morte,del,altro
22271,nei,sub,altro
22271,pressi,sub,parola non di base (lessicale)
22271,del,sub,altro
22271,principale,sub,altro
22271,destinato,sub,clausola subordinata/participiale (sintattico)
22271,ad,sub,altro
22271,abitazione,del,altro
22271,del,del,altro
22279,Questi,sub,altro
22279,si,sub,altro
22279,troveranno,sub,altro
22279,nelle,sub,altro
22279,rovine,sub,altro
22279,quando,sub,altro
22279,verranno,sub,altro
22279,contattati,sub,clausola subordinata/participiale (sintattico)
22279,invitati,sub,altro
22279,prendere,sub,clausola subordinata/participiale (sintattico)
22279,parte,sub,altro
22279,prestigiosa,sub,altro
22288,All',del,altro
22288,arrivo,del,altro
22288,dei,del,altro
22288,grosso,sub,altro
22288,stock,sub,parola non di base (lessicale)
22288,mondiale,sub,altro
